!
! chemical model of an expanding circumstellar envelope with parameters:
! species and initial abundances file : allspec_irc10216.spec                             
! reactions rate constants files =  1 : astrorates_24jan2011.reac                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
! mass loss rate                      =  2.0000E-05 Msun yr-1
! expansion velocity                  =     14.5000 km s-1
! UV ISRF strength                    =   1.000     Draine units
! H2 cosmic ray ionization rate       =  1.2000E-17 s-1
! from                2.0000E+14 to   1.0000E+18 cm
! visual extinction:   82.03     to   1.6405E-02 mag
! .................................................................................................
! Abundances relative to total H nuclei:
!        1                2                3                4               5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82          83          84          85          86          87          88          89          90          91          92          93          94          95          96          97          98          99
!  log(time[yr])  log(radius[cm])  log(density[cm-3])  temperature[K]     h           h2          he          c           o           n           s           si          p           ch          ch2         ch3         ch4         c2          c2h         c2h2        c2h3        c2h4        c2h5        c2h6        c3          c-c3h       c3h         c-c3h2      h2c3        c3h2        c3h3        p-c3h4      a-c3h4      c4          c4h         c4h2        n-c4h3      i-c4h3      c5          c5h         c5h2        c6          c6h         c6h2        c7          c7h         c7h2        c8          c8h         c8h2        c9          c9h         c9h2        c10         c10h        c10h2       c11         ch3c4h      ch3c6h      b-c6h6      oh          h2o         o2          ho2         h2o2        co          hco         h2co        ch2oh       ch3o        ch3oh       co2         hcooh       c2o         hcco        ch2co       ch3cho      c2h5oh      ch3och3     hcooch3     c3o         ch3coch3    nh          nh2         nh3         n2          cn          hcn         hnc         h2cn        ch2nh       ch3nh2      c2n         c3n         c4n         c5n         c6n         c7n         c8n         
      2.484402       16.154324        4.883772               41.91      -4.974666   -0.301035   -1.070586   -8.322782   -7.121530   -7.672582   -7.376233   -7.958996  -10.218306   -8.234421   -7.579711   -7.654481   -5.770656   -7.457946   -5.627818   -4.514990   -8.823942   -7.968414  -10.536751  -10.960445   -7.923953   -8.577927   -8.472227   -8.373895   -9.226403   -7.948097  -11.087927   -9.228205   -9.191852   -7.784514   -6.762337   -5.614467  -10.945316  -10.624760   -9.545141   -8.974787   -8.115758   -9.356335   -7.848292   -6.429155  -10.560233   -9.709599   -8.790077   -9.881670   -8.880540   -7.385565  -11.021508  -10.240600   -9.542596  -11.436910  -10.376161   -8.332971  -13.488649   -9.438985  -10.556378   -8.116333   -9.441674   -8.960737  -12.872863  -20.483983  -21.153036   -3.522896  -10.935530  -10.444276  -15.675726  -17.190198  -14.231749  -11.405263  -15.292410  -12.643798  -11.332049  -10.390428  -13.264606  -18.428442  -21.506287  -25.098722  -11.501385  -20.579608   -7.419745   -6.904627   -6.089848   -4.698962   -7.164269   -5.015545   -7.880031  -11.609676   -9.725893  -11.228537   -9.153531   -8.264981  -10.497313  -10.048547  -12.438028  -10.756945  -13.305383
      2.484595       16.154324        4.883391               41.91      -4.973685   -0.301035   -1.070586   -8.321048   -7.120545   -7.671118   -7.375285   -7.957884  -10.216613   -8.232760   -7.578859   -7.653510   -5.770691   -7.455651   -5.626774   -4.515276   -8.822397   -7.968293  -10.536060  -10.959569   -7.922826   -8.576963   -8.470742   -8.372986   -9.226695   -7.946878  -11.086032   -9.227392   -9.190953   -7.782130   -6.760724   -5.613881  -10.943107  -10.622428   -9.543013   -8.972917   -8.114725   -9.353514   -7.846005   -6.427690  -10.557831   -9.707067   -8.788516   -9.878404   -8.877592   -7.383335  -11.019324  -10.238192   -9.540225  -11.432835  -10.371808   -8.329948  -13.483710   -9.437910  -10.553961   -8.116028   -9.440583   -8.960778  -12.870954  -20.481607  -21.150420   -3.522896  -10.934098  -10.442479  -15.675079  -17.189010  -14.231498  -11.404863  -15.292031  -12.641475  -11.332036  -10.390432  -13.263663  -18.427495  -21.504326  -25.096494  -11.500259  -20.577237   -7.419155   -6.903760   -6.090012   -4.698962   -7.162917   -5.015584   -7.880158  -11.607469   -9.724605  -11.227210   -9.151158   -8.262891  -10.494330  -10.045846  -12.435092  -10.753291  -13.302274
      2.487883       16.157581        4.876909               41.47      -4.957061   -0.301035   -1.070586   -8.291358   -7.103848   -7.646294   -7.359242   -7.938998  -10.187891   -8.204605   -7.564501   -7.637099   -5.771308   -7.416725   -5.609109   -4.520246   -8.796347   -7.966183  -10.524502  -10.944818   -7.903471   -8.560754   -8.445410   -8.357629   -9.231735   -7.926210  -11.053949   -9.213826   -9.175895   -7.741774   -6.733487   -5.604106  -10.905738  -10.582903   -9.506810   -8.941135   -8.097086   -9.305800   -7.807249   -6.402991  -10.517075   -9.664058   -8.761855   -9.823099   -8.827616   -7.345631  -10.982219  -10.197214   -9.499955  -11.363694  -10.298039   -8.278780  -13.399717   -9.419553  -10.513125   -8.110827   -9.422124   -8.961484  -12.838563  -20.441016  -21.106041   -3.522896  -10.909906  -10.411970  -15.664119  -17.168891  -14.227267  -11.398032  -15.285606  -12.601843  -11.331083  -10.390472  -13.247567  -18.411319  -21.470956  -25.058343  -11.480942  -20.536728   -7.409054   -6.889086   -6.092857   -4.698976   -7.139934   -5.016261   -7.882406  -11.570027   -9.702818  -11.204529   -9.110917   -8.227453  -10.443796  -10.000081  -12.384972  -10.691366  -13.249108
      2.491171       16.160815        4.870425               41.04      -4.940568   -0.301035   -1.070586   -8.261259   -7.087230   -7.621590   -7.343325   -7.920166  -10.159297   -8.176609   -7.550365   -7.620858   -5.771949   -7.377966   -5.591600   -4.525402   -8.770710   -7.963969  -10.513284  -10.930307   -7.883715   -8.544879   -8.419935   -8.342443   -9.236900   -7.905671  -11.022142   -9.200771   -9.161282   -7.701761   -6.706576   -5.594694  -10.868752  -10.543611   -9.470517   -8.909368   -8.079303   -9.258548   -7.768710   -6.378686  -10.476448   -9.621112   -8.734964   -9.768204   -8.777909   -7.308313  -10.945136  -10.156136   -9.459762  -11.294787  -10.224698   -8.228028  -13.315647   -9.401061  -10.472788   -8.105619   -9.403829   -8.962214  -12.806279  -20.400063  -21.061860   -3.522896  -10.886003  -10.381552  -15.653241  -17.148926  -14.223087  -11.391140  -15.279217  -12.561985  -11.328712  -10.390479  -13.231368  -18.394988  -21.437538  -25.019695  -11.461312  -20.495864   -7.398815   -6.874548   -6.095800   -4.698990   -7.116950   -5.016965   -7.884822  -11.532750   -9.681243  -11.181657   -9.070869   -8.192214  -10.393625   -9.954572  -12.334452  -10.629824  -13.195368
      2.491364       16.160815        4.870044               41.04      -4.939602   -0.301035   -1.070586   -8.259476   -7.086255   -7.620140   -7.342393   -7.919060  -10.157619   -8.174967   -7.549541   -7.619908   -5.771988   -7.375691   -5.590575   -4.525711   -8.769216   -7.963836  -10.512635  -10.929461   -7.882540   -8.543956   -8.418432   -8.341556   -9.237207   -7.904467  -11.020280   -9.200019   -9.160436   -7.699418   -6.705003   -5.594152  -10.866589  -10.541307   -9.468378   -8.907499   -8.078253   -9.255783   -7.766450   -6.377269  -10.474061   -9.618587   -8.733376   -9.764988   -8.774994   -7.306131  -10.942954  -10.153715   -9.457400  -11.290741  -10.220397   -8.225056  -13.310698   -9.399970  -10.470431   -8.105312   -9.402759   -8.962258  -12.804383  -20.397644  -21.059267   -3.522896  -10.884606  -10.379766  -15.652604  -17.147756  -14.222842  -11.390733  -15.278843  -12.559634  -11.328528  -10.390479  -13.230413  -18.394023  -21.435571  -25.017406  -11.460148  -20.493450   -7.398208   -6.873697   -6.095976   -4.698991   -7.115598   -5.017007   -7.884969  -11.530563   -9.679980  -11.180306   -9.068519   -8.190147  -10.390685   -9.951903  -12.331467  -10.626216  -13.192189
      2.494458       16.164024        4.863941               40.62      -4.924208   -0.301035   -1.070586   -8.230740   -7.070694   -7.597007   -7.327536   -7.901387  -10.130832   -8.148776   -7.536453   -7.604788   -5.772616   -7.339375   -5.574249   -4.530748   -8.745501   -7.961645  -10.502412  -10.916040   -7.863546   -8.529341   -8.394318   -8.327441   -9.242190   -7.885276  -10.990613   -9.188240   -9.147123   -7.662096   -6.679995   -5.585653  -10.832174  -10.504564   -9.434090   -8.877606   -8.061386   -9.211755   -7.730394   -6.354786  -10.435902   -9.578214   -8.707862   -9.713715   -8.728476   -7.271396  -10.908022  -10.114919   -9.419653  -11.226122  -10.151799   -8.177705  -13.231476   -9.382453  -10.432953   -8.100406   -9.385704   -8.962970  -12.774113  -20.358785  -21.017890   -3.522896  -10.862401  -10.351236  -15.642452  -17.129119  -14.218956  -11.384190  -15.272867  -12.521921  -11.324916  -10.390450  -13.215085  -18.378499  -21.404094  -24.980577  -11.441386  -20.454676   -7.388440   -6.860149   -6.098843   -4.699005   -7.093964   -5.017697   -7.887407  -11.495655   -9.659888  -11.158616   -9.031020   -8.157175  -10.343822   -9.909312  -12.283532  -10.568667  -13.141053
      2.494652       16.164024        4.863560               40.62      -4.923249   -0.301035   -1.070586   -8.228932   -7.069724   -7.595565   -7.326611   -7.900284  -10.129161   -8.147144   -7.535642   -7.603848   -5.772656   -7.337110   -5.573234   -4.531069   -8.744032   -7.961505  -10.501783  -10.915209   -7.862346   -8.528437   -8.392807   -8.326565   -9.242505   -7.884081  -10.988767   -9.187519   -9.146304   -7.659774   -6.678442   -5.585133  -10.830036  -10.502275   -9.431942   -8.875737   -8.060328   -9.209016   -7.728147   -6.353393  -10.433518   -9.575691   -8.706261   -9.710523   -8.725576   -7.269237  -10.905837  -10.112489   -9.417297  -11.222090  -10.147525   -8.174758  -13.226521   -9.381355  -10.430626   -8.100099   -9.384643   -8.963015  -12.772225  -20.356348  -21.015310   -3.522896  -10.861022  -10.349456  -15.641820  -17.127959  -14.218715  -11.383779  -15.272495  -12.519558  -11.324648  -10.390447  -13.214125  -18.377524  -21.402126  -24.978262  -11.440205  -20.452244   -7.387826   -6.859306   -6.099025   -4.699006   -7.092611   -5.017741   -7.887565  -11.493479   -9.658639  -11.157256   -9.028682   -8.155120  -10.340904   -9.906657  -12.280524  -10.565081  -13.137840
      2.497746       16.167210        4.857457               40.20      -4.907982   -0.301035   -1.070587   -8.199788   -7.054242   -7.572548   -7.311876   -7.882663  -10.102495   -8.121111   -7.522767   -7.588888   -5.773310   -7.300955   -5.557061   -4.536292   -8.720731   -7.959207  -10.491889  -10.902020   -7.842948   -8.514140   -8.368557   -8.312632   -9.247607   -7.865039  -10.959365   -9.176245   -9.133429   -7.622785   -6.653749   -5.576990  -10.796031  -10.465776   -9.397487   -8.845837   -8.043345   -9.165415   -7.692306   -6.331299  -10.395389   -9.535348   -8.680564   -9.659627   -8.679316   -7.234891  -10.870824  -10.073524   -9.379636  -11.157701  -10.079356   -8.127823  -13.147179   -9.363748  -10.393626   -8.095191   -9.367752   -8.963750  -12.742078  -20.317219  -20.974144   -3.522896  -10.839111  -10.321034  -15.631758  -17.109475  -14.214876  -11.377183  -15.266557  -12.481670  -11.319704  -10.390381  -13.198735  -18.361848  -21.370647  -24.941020  -11.421183  -20.413198   -7.377934   -6.845891   -6.101989   -4.699021   -7.070973   -5.018458   -7.890163  -11.458756   -9.638762  -11.135429   -8.991376   -8.122338  -10.294390   -9.864294  -12.232214  -10.507896  -13.086167
      2.497940       16.167210        4.857075               40.20      -4.907032   -0.301035   -1.070587   -8.197954   -7.053276   -7.571113   -7.310959   -7.881563  -10.100832   -8.119489   -7.521969   -7.587958   -5.773352   -7.298700   -5.556055   -4.536624   -8.719288   -7.959060  -10.491281  -10.901203   -7.841723   -8.513256   -8.367037   -8.311767   -9.247929   -7.863854  -10.957535   -9.175556   -9.132638   -7.620484   -6.652216   -5.576493  -10.793919  -10.463503   -9.395327   -8.843968   -8.042280   -9.162703   -7.690072   -6.329931  -10.393005   -9.532827   -8.678953   -9.656458   -8.676433   -7.232757  -10.868632  -10.071083   -9.377285  -11.153684  -10.075110   -8.124903  -13.142216   -9.362645  -10.391329   -8.094884   -9.366701   -8.963797  -12.740198  -20.314765  -20.971577   -3.522896  -10.837750  -10.319261  -15.631133  -17.108324  -14.214637  -11.376770  -15.266187  -12.479297  -11.319354  -10.390376  -13.197772  -18.360864  -21.368680  -24.938680  -11.419986  -20.410750   -7.377312   -6.845057   -6.102177   -4.699022   -7.069620   -5.018504   -7.890331  -11.456592   -9.637527  -11.134061   -8.989051   -8.120295  -10.291494   -9.861653  -12.229183  -10.504334  -13.082920
      2.500840       16.171641        4.851353               39.63      -4.892836   -0.301036   -1.070587   -8.170253   -7.038836   -7.549643   -7.297256   -7.865090  -10.075943   -8.095230   -7.510093   -7.574080   -5.773988   -7.264952   -5.541035   -4.541695   -8.697829   -7.956802  -10.482307  -10.889051   -7.823160   -8.500142   -8.344180   -8.298878   -9.252821   -7.846149  -10.930215   -9.165454   -9.120971   -7.586114   -6.629358   -5.569190  -10.762432  -10.429518   -9.362834   -8.815921   -8.026260   -9.122212   -7.656670   -6.309579  -10.357244   -9.495018   -8.654710   -9.609081   -8.633301   -7.200922  -10.835688  -10.034370   -9.342061  -11.093532  -10.011603   -8.081292  -13.067704   -9.346071  -10.357081   -8.090283   -9.351019   -8.964509  -12.712058  -20.277867  -20.933187   -3.522897  -10.817483  -10.292722  -15.621786  -17.091137  -14.211081  -11.370540  -15.260654  -12.443632  -11.313530  -10.390275  -13.183305  -18.346028  -21.339186  -24.903414  -11.401934  -20.373924   -7.367928   -6.832605   -6.105047   -4.699037   -7.049329   -5.019202   -7.892913  -11.424221   -9.619098  -11.113492   -8.954259   -8.089735  -10.248211   -9.822138  -12.183553  -10.451057  -13.033992
      2.501034       16.171641        4.850972               39.63      -4.891893   -0.301036   -1.070587   -8.168394   -7.037875   -7.548215   -7.296346   -7.863993  -10.074287   -8.093618   -7.509308   -7.573159   -5.774031   -7.262707   -5.540039   -4.542038   -8.696411   -7.956648  -10.481719  -10.888248   -7.821910   -8.499277   -8.342653   -8.298025   -9.253150   -7.844974  -10.928401   -9.164796   -9.120207   -7.583832   -6.627844   -5.568714  -10.760346  -10.427260   -9.360660   -8.814051   -8.025189   -9.119525   -7.654450   -6.308234  -10.354859   -9.492498   -8.653090   -9.605934   -8.630433   -7.198812  -10.833487  -10.031915   -9.339715  -11.089529  -10.007382   -8.078397  -13.062731   -9.344965  -10.354812   -8.089976   -9.349979   -8.964557  -12.710186  -20.275401  -20.930634   -3.522897  -10.816141  -10.290957  -15.621166  -17.089996  -14.210845  -11.370123  -15.260286  -12.441250  -11.313104  -10.390267  -13.182339  -18.345035  -21.337221  -24.901052  -11.400723  -20.371463   -7.367299   -6.831779   -6.105241   -4.699038   -7.047976   -5.019249   -7.893090  -11.422069   -9.617876  -11.112118   -8.951946   -8.087704  -10.245336   -9.819510  -12.180500  -10.447516  -13.030715
      2.505289       16.176027        4.842578               39.07      -4.871280   -0.301036   -1.070587   -8.127091   -7.016827   -7.516912   -7.276443   -7.839915  -10.037974   -8.058300   -7.492229   -7.553058   -5.775007   -7.213468   -5.518261   -4.549787   -8.665625   -7.953146  -10.469086  -10.870797   -7.794009   -8.480546   -8.308917   -8.279437   -9.260514   -7.819286  -10.888757   -9.150808   -9.103811   -7.533964   -6.594832   -5.558592  -10.714886  -10.377839   -9.312597   -8.772868   -8.001540   -9.060795   -7.605814   -6.279025  -10.302303   -9.437042   -8.617298   -9.537024   -8.567587   -7.152772  -10.784873   -9.977688   -9.288205  -11.001677   -9.914954   -8.015129  -12.953180   -9.320574  -10.305347   -8.083232   -9.327250   -8.965641  -12.669144  -20.220973  -20.874698   -3.522897  -10.786904  -10.252236  -15.607618  -17.065040  -14.205703  -11.360908  -15.252234  -12.388721  -11.302577  -10.390046  -13.161083  -18.323028  -21.294028  -24.848766  -11.373904  -20.317126   -7.353351   -6.813735   -6.109612   -4.699061   -7.018206   -5.020320   -7.897131  -11.374925   -9.591216  -11.081804   -8.901245   -8.043185  -10.182422   -9.761892  -12.112997  -10.369958  -12.958127
      2.505482       16.176027        4.842196               39.07      -4.870349   -0.301036   -1.070587   -8.125196   -7.015874   -7.515494   -7.275544   -7.838823  -10.036328   -8.056702   -7.491462   -7.552151   -5.775052   -7.211237   -5.517278   -4.550147   -8.664244   -7.952982  -10.468526  -10.870014   -7.792722   -8.479708   -8.307378   -8.278601   -9.260854   -7.818126  -10.886966   -9.150194   -9.103085   -7.531712   -6.593345   -5.558148  -10.712840  -10.375604   -9.310400   -8.770994   -8.000461   -9.058143   -7.603613   -6.277715  -10.299909   -9.434521   -8.615666   -9.533907   -8.564742   -7.150698  -10.782654   -9.975212   -9.285868  -10.997694   -9.910772   -8.012273  -12.948192   -9.319464  -10.303119   -8.082925   -9.326224   -8.965691  -12.667285  -20.218492  -20.872166   -3.522897  -10.785589  -10.250482  -15.607006  -17.063912  -14.205471  -11.360487  -15.251869  -12.386328  -11.302047  -10.390033  -13.160116  -18.322021  -21.292067  -24.846375  -11.372676  -20.314649   -7.352713   -6.812921   -6.109815   -4.699062   -7.016852   -5.020370   -7.897321  -11.372792   -9.590015  -11.080423   -8.898950   -8.041170  -10.179577   -9.759282  -12.109913  -10.366448  -12.954806
